 #(1), T(2), Hm(3), mag(4), magsr1(5), magsr2(6),   magsr3(7), magsr4(8), maghp(9), chi(10), chi0(11), ENERP(12),     CV(13), EnthalpyNN(14), EwEnthalpy(15),                            NMonop(-1,1)(16), NMonop(1,1)(17), Numontot(18), Ul(19)
   1  2.7000    0.0000     0.0179     0.0027    -0.0029     0.0043    -0.0007     0.0000987     0.0000712     0.0001897    -1.7137111     2.2537055    -0.8886721    -1.7137111     0.1497266     0.0494271     0.3975065    -0.0049368
   2  2.7000    0.0110     0.0214     0.0214    -0.0245    -0.0227     0.0276     0.0138934     0.0000920     0.0002615    -1.7306465     2.1133133    -0.8886649    -1.7296199     0.1505762     0.0517122     0.3974479     0.0322486
   3  2.7000    0.0220     0.0303     0.0466    -0.0463    -0.0522     0.0484     0.0279297     0.0001369     0.0004764    -1.7638509     4.2829512    -0.8889431    -1.7603570     0.1519922     0.0536491     0.3968034     0.2598203
   4  2.7000    0.0330     0.0443     0.0768    -0.0793    -0.0723     0.0751     0.0438134     0.0001678     0.0008947    -1.7226927     2.1188598    -0.8888527    -1.7129809     0.1546517     0.0553906     0.3971029     0.4279050
   5  2.7000    0.0440     0.0572     0.0991    -0.0974    -0.1010     0.0988     0.0571975     0.0001907     0.0014029    -1.7301676     2.1582404    -0.8887480    -1.7132629     0.1558236     0.0575488     0.3973698     0.4916885
   6  2.7000    0.0550     0.0734     0.1234    -0.1257    -0.1311     0.1281     0.0733660     0.0001957     0.0021895    -1.7826010     2.3128363    -0.8912447    -1.7554969     0.1554427     0.0583333     0.3927539     0.5498705
   7  2.7000    0.0660     0.0872     0.1507    -0.1514    -0.1501     0.1514     0.0871288     0.0001936     0.0030073    -1.7590761     2.2730515    -0.8914724    -1.7204498     0.1580241     0.0602279     0.3925391     0.5830600
   8  2.7000    0.0770     0.1019     0.1764    -0.1793    -0.1728     0.1774     0.1018933     0.0001970     0.0040423    -1.7740472     2.2472603    -0.8909412    -1.7213467     0.1612793     0.0619954     0.3936263     0.6013678
   9  2.7000    0.0880     0.1172     0.2026    -0.2044    -0.2017     0.2030     0.1171643     0.0002059     0.0052901    -1.7983178     2.4551160    -0.8911833    -1.7290621     0.1617122     0.0636621     0.3929622     0.6165350
  10  2.7000    0.0990     0.1308     0.2244    -0.2259    -0.2277     0.2284     0.1308172     0.0001933     0.0065315    -1.8131691     2.4805343    -0.8917181    -1.7261774     0.1628353     0.0654329     0.3919661     0.6274087
  11  2.7000    0.1100     0.1450     0.2509    -0.2543    -0.2494     0.2503     0.1450348     0.0002006     0.0079914    -1.8495487     2.4307961    -0.8938318    -1.7423861     0.1623698     0.0671940     0.3881315     0.6339183
