 #(1), T(2), Hm(3), mag(4), magsr1(5), magsr2(6),   magsr3(7), magsr4(8), maghp(9), chi(10), chi0(11), ENERP(12),     CV(13), EnthalpyNN(14), EwEnthalpy(15),                            NMonop(-1,1)(16), NMonop(1,1)(17), Numontot(18), Ul(19)
   1  0.7000    0.0000     0.0211    -0.0058     0.1393    -0.0662    -0.0672    -0.0210988     0.0000970     0.0007330    -2.2221377     9.1780695    -1.1099494    -2.2221377     0.0000299     0.0000091     0.0000911     0.4606940
   2  0.7000    0.0042     0.0330     0.0902    -0.0500    -0.0670     0.0215     0.0330138     0.0003969     0.0019545    -2.2029967     7.7235432    -1.1099234    -2.2028282     0.0000508     0.0000195     0.0001380     0.4990168
   3  0.7000    0.0083     0.0442     0.0607    -0.1151    -0.0355     0.0950     0.0442188     0.0004681     0.0032614    -2.2193082    42.4792467    -1.1098931    -2.2161042     0.0000781     0.0000182     0.0001927     0.4993550
   4  0.7000    0.0125     0.0511     0.1160    -0.0756    -0.1016     0.0612     0.0511474     0.0001955     0.0039327    -2.2064421     1.5060952    -1.1098873    -2.2021477     0.0000807     0.0000299     0.0002031     0.5999056
   5  0.7000    0.0167     0.0550     0.1212    -0.0394    -0.1511     0.0694     0.0549994     0.0002700     0.0045913    -2.2058964     0.5691539    -1.1098916    -2.1997392     0.0000833     0.0000221     0.0001953     0.5934633
   6  0.7000    0.0208     0.0633     0.0752    -0.1365    -0.0827     0.1440     0.0632650     0.0002045     0.0059223    -2.1890596     0.2456318    -1.1099032    -2.1802064     0.0000638     0.0000234     0.0001745     0.6179675
   7  0.7000    0.0250     0.0931     0.1773    -0.1880    -0.1344     0.1451     0.0930549     0.0001633     0.0125336    -2.2238683     2.1379620    -1.1099032    -2.2082419     0.0000508     0.0000326     0.0001745     0.6495254
   8  0.7000    0.0292     0.1148     0.2262    -0.1828    -0.2120     0.1747     0.1148487     0.0002114     0.0190546    -2.2190036     2.3805351    -1.1099162    -2.1956315     0.0000716     0.0000208     0.0001510     0.6507803
   9  0.7000    0.0333     0.1554     0.2761    -0.2660    -0.2758     0.2586     0.1553798     0.0004912     0.0349810    -2.2770384     4.6268518    -1.1099003    -2.2432827     0.0000716     0.0000247     0.0001797     0.6486070
  10  0.7000    0.0375     0.1600     0.3063    -0.3085    -0.2420     0.2515     0.1599839     0.0001539     0.0367180    -2.2817372    19.2185873    -1.1098988    -2.2403918     0.0000651     0.0000521     0.0001823     0.6611033
  11  0.7000    0.0417     0.2162     0.3932    -0.3953    -0.3559     0.3533     0.2161775     0.0004299     0.0671909    -2.2609777    11.7391291    -1.1099003    -2.2011475     0.0000703     0.0000365     0.0001797     0.6586332
  12  0.7000    0.0458     0.2009     0.3089    -0.4095    -0.2864     0.3870     0.2008923     0.0000549     0.0577088    -2.2871309     6.0197779    -1.1099523    -2.2252833     0.0000391     0.0000182     0.0000859     0.6653157
  13  0.7000    0.0500     0.2134     0.3795    -0.3555    -0.3847     0.3588     0.2134076     0.0002220     0.0652831    -2.3393166    18.2996909    -1.1099147    -2.2679097     0.0000664     0.0000247     0.0001536     0.6620129
  14  0.7000    0.0542     0.2209     0.3900    -0.3763    -0.3877     0.3765     0.2209128     0.0012809     0.0709987    -2.2562973     4.0247634    -1.1098338    -2.1755573     0.0001211     0.0000599     0.0002995     0.6439456
  15  0.7000    0.0583     0.2599     0.5276    -0.4573    -0.4414     0.3744     0.2599159     0.0002835     0.0967924    -2.2818470     5.6450253    -1.1098902    -2.1795293     0.0000859     0.0000469     0.0001979     0.6625184
  16  0.7000    0.0625     0.2877     0.4744    -0.5225    -0.4769     0.5194     0.2876907     0.0000045     0.1182415    -2.3543056    36.9385365    -1.1099538    -2.2343293     0.0000430     0.0000091     0.0000833     0.6666190
  17  0.7000    0.0667     0.3016     0.5174    -0.4835    -0.5612     0.5274     0.3016027     0.0004397     0.1303886    -2.3025982     2.6262295    -1.1099133    -2.1675397     0.0000820     0.0000234     0.0001563     0.6619672
  18  0.7000    0.0708     0.3485     0.6061    -0.5410    -0.6641     0.6035     0.3485233     0.0001015     0.1736280    -2.3230830     0.8007995    -1.1099595    -2.1566166     0.0000391     0.0000065     0.0000729     0.6658693
  19  0.7000    0.0750     0.3651     0.6539    -0.5688    -0.6938     0.6133     0.3651380     0.0000807     0.1905460    -2.3767593    11.8717813    -1.1099408    -2.1921654     0.0000495     0.0000299     0.0001068     0.6660850
  20  0.7000    0.0792     0.3586     0.6109    -0.5484    -0.6940     0.6315     0.3586431     0.0001219     0.1838717    -2.3564139     0.1922497    -1.1099610    -2.1656997     0.0000339     0.0000182     0.0000703     0.6657873
  21  0.7000    0.0833     0.3658     0.6334    -0.6186    -0.6449     0.6371     0.3657514     0.0002945     0.1914004    -2.3752180     2.4345505    -1.1099075    -2.1694767     0.0000547     0.0000443     0.0001667     0.6646511
  22  0.7000    0.0875     0.4054     0.6716    -0.6708    -0.7331     0.7331     0.4053841     0.0003162     0.2350823    -2.4073272     4.1414938    -1.1099017    -2.1689558     0.0000872     0.0000313     0.0001771     0.6649772
  23  0.7000    0.0917     0.4158     0.6923    -0.6875    -0.7530     0.7482     0.4158459     0.0002523     0.2472920    -2.3929703     0.4158604    -1.1099393    -2.1369220     0.0000508     0.0000221     0.0001094     0.6653111
  24  0.7000    0.0958     0.4330     0.7188    -0.7188    -0.7812     0.7812     0.4330101     0.0000001     0.2678539    -2.4107062     0.0228410    -1.1099783    -2.1319705     0.0000221     0.0000039     0.0000391     0.6666664
  25  0.7000    0.1000     0.4615     0.7926    -0.7908    -0.8072     0.8071     0.4615479     0.0002791     0.3046027    -2.4463565     4.2017104    -1.1099726    -2.1360829     0.0000234     0.0000156     0.0000495     0.6654956
  26  0.7000    0.1042     0.4724     0.8140    -0.8196    -0.8196     0.8196     0.4723868     0.0001116     0.3188963    -2.5210008    33.4201575    -1.1099783    -2.1912816     0.0000117     0.0000195     0.0000391     0.6661812
  27  0.7000    0.1083     0.5054     0.8766    -0.8750    -0.8750     0.8750     0.5054066     0.0000003     0.3649087    -2.4835627     0.2660924    -1.1099812    -2.1155628     0.0000195     0.0000039     0.0000339     0.6666655
  28  0.7000    0.1125     0.5454     0.9447    -0.9447    -0.9447     0.9447     0.5454107     0.0007459     0.4257070    -2.5153762     2.1557588    -1.1099812    -2.1032273     0.0000143     0.0000104     0.0000339     0.6644446
  29  0.7000    0.1167     0.5602     0.9748    -0.9688    -0.9687     0.9688     0.5601824     0.0000003     0.4482921    -2.5465217     0.3828083    -1.1099971    -2.1066571     0.0000026     0.0000000     0.0000052     0.6666657
